2023-05-11 21:28:29,607 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-11 21:28:29,607 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-11 21:29:26,628 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-11 21:29:26,629 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-11 21:29:26,629 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-11 21:29:28,156 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-11 21:29:28,158 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-11 21:29:28,158 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-11 21:29:36,177 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-11 21:29:36,180 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-11 21:29:36,180 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
